ID,Bedrijfstak,Bedrijfstak_beschrijving,Periode_code,Periode,Periode_status,Waarde_1,Volume_2,Waarde_3,Volume_4,Waarde_5,Volume_6,Waarde_7,Volume_8,Omzet ongecorrigeerd Waarde,Omzet ongecorrigeerd Volume,Ontwikkeling t.o.v. een jaar eerder Waarde,Ontwikkeling t.o.v. een jaar eerder Volume
1381,472 Winkels in voedingsmiddelen,"Gespecialiseerde winkels in voedings- en genotmiddelen 
Deze groep omvat de klassen: 
4721 Winkels in aardappelen, groenten en fruit 
4722 Winkels in vlees en vleeswaren, wild en gevogelte 
4723 Winkels in vis en schaal- en weekdieren 
4724 Winkels in brood, banket chocolade en suikerwerk 
4725 Winkels in dranken (geen zuivel) 
4726 Winkels in tabaksproducten en rokersbenodigdheden 
4729 Winkels gespecialiseerd in overige voedings- en genotmiddelen",2015KW01,2015 1e kwartaal,Definitief,90.9,91.4,0.9,1.2,99.3,100.1,2.8,3.1,90.5,91.0,1.0,1.2
1683,474 Winkels in consumentenelektronica,"Winkels in consumentenelektronica 
Deze groep omvat: 
- winkels in computers (hardware en software) en randapparaten; 
- winkels in communicatieapparatuur, zoals mobieltjes en telefoons; 
- winkels in witgoed en in audio- en videoapparatuur of in een algemeen assortiment van wit- en bruingoed.",2015KW01,2015 1e kwartaal,Definitief,101.2,102.6,-1.2,2.1,101.8,103.0,-0.3,0.5,100.9,102.3,-1.6,1.7
1985,475 Winkels in overige huishoudwaren,"Winkels in overige huishoudelijke artikelen 
Deze groep omvat de klassen: 
4751 Winkels in kledingstoffen, huishoudtextiel en fournituren 
4752 Winkels in doe-het-zelfartikelen 
4753 Winkels in vloerbedekking en gordijnen 
4754 Winkels in elektrische huishoudelijke apparatuur en onderdelen daarvoor 
4759 Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2015KW01,2015 1e kwartaal,Definitief,93.9,94.6,1.3,2.2,99.0,99.5,0.9,0.8,93.7,94.3,1.1,2.0
2287,"Winkels in meubels, woninginrichting alg","Winkels in meubels, woninginrichting alg 
Deze categorie is een samentelling van categorieën: 
4759.1 Winkels in meubels 
4759.2 Winkels in verlichtingsartikelen
4759.3 Winkels in artikelen voor woninginrichting algemeen assortiment",2015KW01,2015 1e kwartaal,Definitief,99.1,100.2,5.7,7.0,98.9,99.8,2.3,2.2,98.9,100.0,5.6,6.9
2589,4752 Winkels in doe-het-zelfartikelen,"Winkels in doe-het-zelfartikelen 
Deze klasse omvat: 
- winkels in ijzerwaren en gereedschappen voor doe-het-zelf en klein ambachtelijk gebruik; 
- winkels in tuingereedschappen, grasmaaiers e.d. 
- winkels in hang- en sluitwerk; 
- winkels in verf en verfwaren; 
- winkels in behang; 
- winkels met een assortiment bestaande uit verf en verfwaren, behang, gordijnen en gordijnstoffen, binnenzonweringen en jaloezieën; 
- winkels in houten bouw- en tuinmaterialen: 
 w.o. ramen, deuren, kozijnen, trappen en trapleuningen, plaatmateriaal, palen, balken; 
 w.o. pergola's, tuinhekken, schermen, tuinhuisjes enz.; 
- winkels in wand- en vloertegels; 
- winkels in sierstenen en -tegels, sierbanden, keien e.d. bestratingen voor tuin en terras; 
- winkels in keukens en keukenkasten; 
- winkels in parket-, laminaat- en kurkvloeren; 
- winkels in overige bouwmaterialen: 
 w.o. bouwstenen, dakpannen en andere betonelementen voor de bouw; 
 w.o. sanitaire artikelen en sanitair installatiemateriaal: 
 w.o. badkuipen, toiletten en wastafels; 
 w.o. leidingen, fittingen, kranen enz.; 
 w.o. boilers en geisers; 
 w.o. vlakglas; 
 w.o. open haarden, voorzethaarden e.d. inclusief de rookafvoerkanalen; 
 w.o. sauna's.",2015KW01,2015 1e kwartaal,Definitief,90.3,90.4,0.0,0.4,98.3,98.6,0.4,0.2,90.0,90.1,-0.2,0.2
2891,47528 Bouwmarkten,"Bouwmarkten en andere winkels in bouwmaterialen algemeen assortiment 
Deze klasse omvat: 
- detailhandel in bouwmaterialen algemeen assortiment waarvan de artikelengroepen 47.52.1, 47.52.2, 47.52.3, 47.52.4 en 47.52.7 deel uit maken waarbij het omzetaandeel van genoemde artikelengroepen afzonderlijk 5 of meer, maar minder dan 50 % uitmaakt van de omzet. 
Eventueel in combinatie met: 
- op maat zagen of snijden van hout, glas en tegels; 
- verhuur van bouwmachines en gereedschappen.",2015KW01,2015 1e kwartaal,Definitief,88.3,88.3,-4.2,-3.8,98.5,98.8,-1.3,-1.5,88.1,88.1,-4.4,-4.0
3193,4759 Winkels overige huishoudartikelen,"Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2015KW01,2015 1e kwartaal,Definitief,96.9,98.1,3.0,4.3,99.6,100.5,1.4,1.3,96.8,98.0,2.8,4.2
3495,476 Winkels in recreatieartikelen,"Winkels in lectuur, sport-, kampeer- en recreatieartikelen",2015KW01,2015 1e kwartaal,Definitief,83.8,85.4,-4.3,-3.1,100.1,101.4,-8.6,-8.4,83.7,85.2,-4.5,-3.3
3797,4765 Speelgoedwinkels,"Winkels in speelgoed 
Deze klasse omvat: 
- winkels in speelgoed, spellen, puzzels e.d., ook in spelcomputers en modelbouwdozen.",2015KW01,2015 1e kwartaal,Definitief,70.2,70.5,-2.9,-0.6,97.7,98.8,-6.0,-5.3,70.2,70.5,-2.9,-0.6
4099,4771 Winkels in kleding,Winkels in kleding en modeartikelen; textielsupermarkten,2015KW01,2015 1e kwartaal,Definitief,85.4,89.7,-1.6,2.1,101.0,101.5,0.4,3.1,85.2,89.4,-2.1,1.5
4401,4772 Winkels in schoenen en lederwaren,Winkels in schoenen en lederwaren,2015KW01,2015 1e kwartaal,Definitief,81.7,85.9,-5.4,-2.7,103.7,104.1,-0.8,-0.5,81.3,85.5,-6.1,-3.3
4703,47741 Drogisterijen,"Winkels in drogisterijartikelen 
Deze klasse omvat: 
- winkels met het volgende pakket: zelfzorggeneesmiddelen, gezondheidsproducten en verplegingsartikelen in combinatie met parfums, decoratieve en verzorgende cosmetica, producten voor mond- en haarverzorging waarbij het omzetaandeel parfums en cosmetica minder dan 50% uitmaakt van de omzet; 
- winkels in schoonmaakartikelen en borstelwaren.",2015KW01,2015 1e kwartaal,Definitief,93.1,92.7,4.8,5.3,99.4,99.1,1.8,1.8,92.9,92.5,4.5,5.1
5005,"4791 Postorderbedrijven, webwinkels","Detailhandel via internet 
Deze klasse omvat: 
- verkoop aan consumenten via internet: de transactie wordt gesloten via internet; 
- verkoop aan consumenten per postorder. 
De goederen worden naar de koper gezonden, nadat deze zijn keuze heeft gemaakt aan de hand van advertenties, catalogi, showmodellen of een andere vorm van adverteren; 
- verkoop aan consumenten via radio en televisie; 
- verkoop aan consumenten via internetsites, siteshopping; 
- verkoop aan consumenten via de telefoon; 
- telefonische verkoop van abonnementen; 
- verkoop via downloaden van boeken e.d.; 
- internetveilingen. 
Deze klasse omvat niet: 
- verkoop aan consumenten via colportage, huisparty's e.d. (47.99.1); 
- callcenters die voor derden telefonische bestellingen van consumenten opnemen, zoals naar aanleiding van radio- en t.v.reclamespots (82.20).",2015KW01,2015 1e kwartaal,Definitief,89.4,90.9,11.9,15.0,93.3,94.1,3.7,4.4,89.2,90.6,11.9,15.0
174,Detailhandel geen tankstations en apoth.,"Detailhandel (geen autohandel, tankstations en apotheken) 
Dit betreft de totale detailhandel, exclusief tankstations (4730) en apotheken (4773). 
Onder detailhandel verstaat het CBS het verhandelen van niet in het  eigen bedrijf vervaardigde goederen aan consumenten, voor persoonlijk  of huishoudelijk gebruik. Deze bedrijfstak omvat winkels in food, winkels in non-food, postorderbedrijven, internetverkopers en ambulante handel. De handel in auto's valt hier niet onder.",2015MM04,2015 april,Definitief,99.7,98.2,1.6,2.3,99.7,100.0,0.4,0.1,100.6,99.1,2.2,3.0
476,"4711, 472 Winkels in voedingsmiddelen","Deze categorie is een samentelling van categorieën: 
4711 Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
472 Gespecialiseerde winkels in voedings- en genotmiddelen",2015MM04,2015 april,Definitief,99.2,99.2,1.1,1.2,99.5,99.9,0.0,-0.1,100.5,100.4,2.0,2.2
778,4711 Supermarkten,"Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
Deze klasse omvat: 
- winkels die voldoen aan de volgende eisen: 
 1) minimaal de helft van de omzet komt uit winkelverkoop van voedings- en genotmiddelen; 
 2) geen specialisatie, dus geen enkele (sub)klasse van de groep 472 heeft een omzetaandeel van 50% of meer; 
 3) uit elk van 5 verschillende (sub)klassen uit groep 472 wordt 5% of meer van de omzet gehaald. 
Deze criteria gelden per individuele vestiging. 
Deze klasse omvat niet: 
- winkels in diepvriesartikelen algemeen assortiment (47.29.9).",2015MM04,2015 april,Definitief,99.7,99.7,1.2,1.3,99.6,100.0,0.0,-0.1,101.0,101.0,2.2,2.5
1080,"4719, 474-477 Winkels in non-foodart.","Winkels in non-foodartikelen 
Deze categorie is een samentelling van categorieën: 
4719 Warenhuizen en dergelijke winkels met een algemeen assortiment non-food 
474 Winkels in consumenten-elektronica 
475 Winkels in overige huishoudelijke artikelen 
476 Winkels in lectuur, sport-, kampeer- en recreatie-artikelen 
477 Winkels en in overige artikelen""",2015MM04,2015 april,Definitief,100.9,97.9,1.1,2.3,100.3,100.3,0.6,0.1,101.8,98.8,1.5,2.8
1382,472 Winkels in voedingsmiddelen,"Gespecialiseerde winkels in voedings- en genotmiddelen 
Deze groep omvat de klassen: 
4721 Winkels in aardappelen, groenten en fruit 
4722 Winkels in vlees en vleeswaren, wild en gevogelte 
4723 Winkels in vis en schaal- en weekdieren 
4724 Winkels in brood, banket chocolade en suikerwerk 
4725 Winkels in dranken (geen zuivel) 
4726 Winkels in tabaksproducten en rokersbenodigdheden 
4729 Winkels gespecialiseerd in overige voedings- en genotmiddelen",2015MM04,2015 april,Definitief,96.4,96.0,0.4,0.1,99.0,99.1,0.2,-0.2,97.4,96.9,1.0,0.7
1684,474 Winkels in consumentenelektronica,"Winkels in consumentenelektronica 
Deze groep omvat: 
- winkels in computers (hardware en software) en randapparaten; 
- winkels in communicatieapparatuur, zoals mobieltjes en telefoons; 
- winkels in witgoed en in audio- en videoapparatuur of in een algemeen assortiment van wit- en bruingoed.",2015MM04,2015 april,Definitief,83.3,83.2,-7.8,-7.1,100.2,99.9,-0.1,-1.4,83.3,83.1,-8.2,-7.6
1986,475 Winkels in overige huishoudwaren,"Winkels in overige huishoudelijke artikelen 
Deze groep omvat de klassen: 
4751 Winkels in kledingstoffen, huishoudtextiel en fournituren 
4752 Winkels in doe-het-zelfartikelen 
4753 Winkels in vloerbedekking en gordijnen 
4754 Winkels in elektrische huishoudelijke apparatuur en onderdelen daarvoor 
4759 Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2015MM04,2015 april,Definitief,101.5,101.4,2.3,2.8,98.9,99.5,-0.9,-0.9,102.4,102.4,2.5,3.2
2288,"Winkels in meubels, woninginrichting alg","Winkels in meubels, woninginrichting alg 
Deze categorie is een samentelling van categorieën: 
4759.1 Winkels in meubels 
4759.2 Winkels in verlichtingsartikelen
4759.3 Winkels in artikelen voor woninginrichting algemeen assortiment",2015MM04,2015 april,Definitief,95.3,95.2,7.5,8.2,98.4,98.9,-2.1,-2.2,96.3,96.1,7.8,8.5
2590,4752 Winkels in doe-het-zelfartikelen,"Winkels in doe-het-zelfartikelen 
Deze klasse omvat: 
- winkels in ijzerwaren en gereedschappen voor doe-het-zelf en klein ambachtelijk gebruik; 
- winkels in tuingereedschappen, grasmaaiers e.d. 
- winkels in hang- en sluitwerk; 
- winkels in verf en verfwaren; 
- winkels in behang; 
- winkels met een assortiment bestaande uit verf en verfwaren, behang, gordijnen en gordijnstoffen, binnenzonweringen en jaloezieën; 
- winkels in houten bouw- en tuinmaterialen: 
 w.o. ramen, deuren, kozijnen, trappen en trapleuningen, plaatmateriaal, palen, balken; 
 w.o. pergola's, tuinhekken, schermen, tuinhuisjes enz.; 
- winkels in wand- en vloertegels; 
- winkels in sierstenen en -tegels, sierbanden, keien e.d. bestratingen voor tuin en terras; 
- winkels in keukens en keukenkasten; 
- winkels in parket-, laminaat- en kurkvloeren; 
- winkels in overige bouwmaterialen: 
 w.o. bouwstenen, dakpannen en andere betonelementen voor de bouw; 
 w.o. sanitaire artikelen en sanitair installatiemateriaal: 
 w.o. badkuipen, toiletten en wastafels; 
 w.o. leidingen, fittingen, kranen enz.; 
 w.o. boilers en geisers; 
 w.o. vlakglas; 
 w.o. open haarden, voorzethaarden e.d. inclusief de rookafvoerkanalen; 
 w.o. sauna's.",2015MM04,2015 april,Definitief,110.3,110.4,2.2,2.8,99.1,99.6,0.2,0.1,111.4,111.6,2.7,3.4
2892,47528 Bouwmarkten,"Bouwmarkten en andere winkels in bouwmaterialen algemeen assortiment 
Deze klasse omvat: 
- detailhandel in bouwmaterialen algemeen assortiment waarvan de artikelengroepen 47.52.1, 47.52.2, 47.52.3, 47.52.4 en 47.52.7 deel uit maken waarbij het omzetaandeel van genoemde artikelengroepen afzonderlijk 5 of meer, maar minder dan 50 % uitmaakt van de omzet. 
Eventueel in combinatie met: 
- op maat zagen of snijden van hout, glas en tegels; 
- verhuur van bouwmachines en gereedschappen.",2015MM04,2015 april,Definitief,113.9,114.0,-3.0,-2.4,98.3,98.7,0.4,0.4,114.9,115.0,-2.3,-1.6
3194,4759 Winkels overige huishoudartikelen,"Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2015MM04,2015 april,Definitief,94.8,94.6,3.3,3.8,98.9,99.7,-1.8,-1.7,95.6,95.4,3.4,3.9
3496,476 Winkels in recreatieartikelen,"Winkels in lectuur, sport-, kampeer- en recreatieartikelen",2015MM04,2015 april,Definitief,100.2,99.3,-3.6,-3.3,101.0,101.7,3.9,2.9,100.6,99.8,-2.7,-2.3
3798,4765 Speelgoedwinkels,"Winkels in speelgoed 
Deze klasse omvat: 
- winkels in speelgoed, spellen, puzzels e.d., ook in spelcomputers en modelbouwdozen.",2015MM04,2015 april,Definitief,73.9,73.4,-4.2,-2.9,101.1,101.4,11.1,10.1,73.9,73.4,-4.2,-2.9
4100,4771 Winkels in kleding,Winkels in kleding en modeartikelen; textielsupermarkten,2015MM04,2015 april,Definitief,106.9,95.6,0.1,2.7,101.9,101.1,1.0,-0.1,108.2,97.2,1.2,4.3
4402,4772 Winkels in schoenen en lederwaren,Winkels in schoenen en lederwaren,2015MM04,2015 april,Definitief,112.0,104.9,1.5,3.9,103.0,103.2,0.1,-0.7,113.7,106.8,2.5,5.0
4704,47741 Drogisterijen,"Winkels in drogisterijartikelen 
Deze klasse omvat: 
- winkels met het volgende pakket: zelfzorggeneesmiddelen, gezondheidsproducten en verplegingsartikelen in combinatie met parfums, decoratieve en verzorgende cosmetica, producten voor mond- en haarverzorging waarbij het omzetaandeel parfums en cosmetica minder dan 50% uitmaakt van de omzet; 
- winkels in schoonmaakartikelen en borstelwaren.",2015MM04,2015 april,Definitief,95.0,94.8,4.9,6.6,99.9,100.1,0.0,0.4,96.4,96.1,5.9,7.5
5006,"4791 Postorderbedrijven, webwinkels","Detailhandel via internet 
Deze klasse omvat: 
- verkoop aan consumenten via internet: de transactie wordt gesloten via internet; 
- verkoop aan consumenten per postorder. 
De goederen worden naar de koper gezonden, nadat deze zijn keuze heeft gemaakt aan de hand van advertenties, catalogi, showmodellen of een andere vorm van adverteren; 
- verkoop aan consumenten via radio en televisie; 
- verkoop aan consumenten via internetsites, siteshopping; 
- verkoop aan consumenten via de telefoon; 
- telefonische verkoop van abonnementen; 
- verkoop via downloaden van boeken e.d.; 
- internetveilingen. 
Deze klasse omvat niet: 
- verkoop aan consumenten via colportage, huisparty's e.d. (47.99.1); 
- callcenters die voor derden telefonische bestellingen van consumenten opnemen, zoals naar aanleiding van radio- en t.v.reclamespots (82.20).",2015MM04,2015 april,Definitief,93.8,92.5,11.6,13.8,97.3,97.8,1.6,1.3,93.5,92.2,11.6,13.8
175,Detailhandel geen tankstations en apoth.,"Detailhandel (geen autohandel, tankstations en apotheken) 
Dit betreft de totale detailhandel, exclusief tankstations (4730) en apotheken (4773). 
Onder detailhandel verstaat het CBS het verhandelen van niet in het  eigen bedrijf vervaardigde goederen aan consumenten, voor persoonlijk  of huishoudelijk gebruik. Deze bedrijfstak omvat winkels in food, winkels in non-food, postorderbedrijven, internetverkopers en ambulante handel. De handel in auto's valt hier niet onder.",2015MM05,2015 mei,Definitief,103.0,101.6,1.4,2.2,98.9,99.2,-0.8,-0.8,103.3,101.9,-0.8,-0.2
477,"4711, 472 Winkels in voedingsmiddelen","Deze categorie is een samentelling van categorieën: 
4711 Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
472 Gespecialiseerde winkels in voedings- en genotmiddelen",2015MM05,2015 mei,Definitief,103.0,102.9,2.4,2.3,99.6,99.8,0.1,-0.1,103.7,103.7,-0.5,-0.7
779,4711 Supermarkten,"Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
Deze klasse omvat: 
- winkels die voldoen aan de volgende eisen: 
 1) minimaal de helft van de omzet komt uit winkelverkoop van voedings- en genotmiddelen; 
 2) geen specialisatie, dus geen enkele (sub)klasse van de groep 472 heeft een omzetaandeel van 50% of meer; 
 3) uit elk van 5 verschillende (sub)klassen uit groep 472 wordt 5% of meer van de omzet gehaald. 
Deze criteria gelden per individuele vestiging. 
Deze klasse omvat niet: 
- winkels in diepvriesartikelen algemeen assortiment (47.29.9).",2015MM05,2015 mei,Definitief,103.7,103.5,2.6,2.7,99.7,99.9,0.1,-0.1,104.4,104.4,-0.4,-0.4
1081,"4719, 474-477 Winkels in non-foodart.","Winkels in non-foodartikelen 
Deze categorie is een samentelling van categorieën: 
4719 Warenhuizen en dergelijke winkels met een algemeen assortiment non-food 
474 Winkels in consumenten-elektronica 
475 Winkels in overige huishoudelijke artikelen 
476 Winkels in lectuur, sport-, kampeer- en recreatie-artikelen 
477 Winkels en in overige artikelen""",2015MM05,2015 mei,Definitief,104.3,101.8,0.0,1.3,99.2,99.5,-1.1,-0.8,104.5,101.9,-1.9,-0.7
1383,472 Winkels in voedingsmiddelen,"Gespecialiseerde winkels in voedings- en genotmiddelen 
Deze groep omvat de klassen: 
4721 Winkels in aardappelen, groenten en fruit 
4722 Winkels in vlees en vleeswaren, wild en gevogelte 
4723 Winkels in vis en schaal- en weekdieren 
4724 Winkels in brood, banket chocolade en suikerwerk 
4725 Winkels in dranken (geen zuivel) 
4726 Winkels in tabaksproducten en rokersbenodigdheden 
4729 Winkels gespecialiseerd in overige voedings- en genotmiddelen",2015MM05,2015 mei,Definitief,98.9,98.6,0.9,0.1,98.7,98.7,-0.3,-0.3,99.4,99.1,-1.6,-2.4
1685,474 Winkels in consumentenelektronica,"Winkels in consumentenelektronica 
Deze groep omvat: 
- winkels in computers (hardware en software) en randapparaten; 
- winkels in communicatieapparatuur, zoals mobieltjes en telefoons; 
- winkels in witgoed en in audio- en videoapparatuur of in een algemeen assortiment van wit- en bruingoed.",2015MM05,2015 mei,Definitief,93.7,93.2,-2.6,-2.6,100.5,99.8,0.3,-0.1,93.9,93.5,-4.0,-4.1
1987,475 Winkels in overige huishoudwaren,"Winkels in overige huishoudelijke artikelen 
Deze groep omvat de klassen: 
4751 Winkels in kledingstoffen, huishoudtextiel en fournituren 
4752 Winkels in doe-het-zelfartikelen 
4753 Winkels in vloerbedekking en gordijnen 
4754 Winkels in elektrische huishoudelijke apparatuur en onderdelen daarvoor 
4759 Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2015MM05,2015 mei,Definitief,105.1,105.5,4.6,5.6,100.2,100.9,1.3,1.3,104.2,104.6,1.8,2.8
2289,"Winkels in meubels, woninginrichting alg","Winkels in meubels, woninginrichting alg 
Deze categorie is een samentelling van categorieën: 
4759.1 Winkels in meubels 
4759.2 Winkels in verlichtingsartikelen
4759.3 Winkels in artikelen voor woninginrichting algemeen assortiment",2015MM05,2015 mei,Definitief,99.7,99.8,8.3,8.8,100.5,101.0,2.1,2.1,98.9,99.0,5.6,6.1
2591,4752 Winkels in doe-het-zelfartikelen,"Winkels in doe-het-zelfartikelen 
Deze klasse omvat: 
- winkels in ijzerwaren en gereedschappen voor doe-het-zelf en klein ambachtelijk gebruik; 
- winkels in tuingereedschappen, grasmaaiers e.d. 
- winkels in hang- en sluitwerk; 
- winkels in verf en verfwaren; 
- winkels in behang; 
- winkels met een assortiment bestaande uit verf en verfwaren, behang, gordijnen en gordijnstoffen, binnenzonweringen en jaloezieën; 
- winkels in houten bouw- en tuinmaterialen: 
 w.o. ramen, deuren, kozijnen, trappen en trapleuningen, plaatmateriaal, palen, balken; 
 w.o. pergola's, tuinhekken, schermen, tuinhuisjes enz.; 
- winkels in wand- en vloertegels; 
- winkels in sierstenen en -tegels, sierbanden, keien e.d. bestratingen voor tuin en terras; 
- winkels in keukens en keukenkasten; 
- winkels in parket-, laminaat- en kurkvloeren; 
- winkels in overige bouwmaterialen: 
 w.o. bouwstenen, dakpannen en andere betonelementen voor de bouw; 
 w.o. sanitaire artikelen en sanitair installatiemateriaal: 
 w.o. badkuipen, toiletten en wastafels; 
 w.o. leidingen, fittingen, kranen enz.; 
 w.o. boilers en geisers; 
 w.o. vlakglas; 
 w.o. open haarden, voorzethaarden e.d. inclusief de rookafvoerkanalen; 
 w.o. sauna's.",2015MM05,2015 mei,Definitief,113.2,114.2,6.3,8.0,100.7,101.7,1.6,2.1,112.1,112.9,3.3,5.0
2893,47528 Bouwmarkten,"Bouwmarkten en andere winkels in bouwmaterialen algemeen assortiment 
Deze klasse omvat: 
- detailhandel in bouwmaterialen algemeen assortiment waarvan de artikelengroepen 47.52.1, 47.52.2, 47.52.3, 47.52.4 en 47.52.7 deel uit maken waarbij het omzetaandeel van genoemde artikelengroepen afzonderlijk 5 of meer, maar minder dan 50 % uitmaakt van de omzet. 
Eventueel in combinatie met: 
- op maat zagen of snijden van hout, glas en tegels; 
- verhuur van bouwmachines en gereedschappen.",2015MM05,2015 mei,Definitief,117.6,118.6,5.0,6.7,102.2,102.9,3.9,4.2,116.8,117.7,2.5,4.1
3195,4759 Winkels overige huishoudartikelen,"Winkels in meubels, verlichting en overige huishoudelijke artikelen (rest)",2015MM05,2015 mei,Definitief,98.9,98.9,3.6,3.9,100.0,100.4,1.1,0.7,98.4,98.3,1.0,1.3
3497,476 Winkels in recreatieartikelen,"Winkels in lectuur, sport-, kampeer- en recreatieartikelen",2015MM05,2015 mei,Definitief,107.3,105.9,-4.2,-4.3,101.0,101.5,0.0,-0.3,107.5,106.0,-5.4,-5.7
3799,4765 Speelgoedwinkels,"Winkels in speelgoed 
Deze klasse omvat: 
- winkels in speelgoed, spellen, puzzels e.d., ook in spelcomputers en modelbouwdozen.",2015MM05,2015 mei,Definitief,77.7,77.3,-11.8,-9.3,100.1,100.3,-1.0,-1.1,77.7,77.3,-11.8,-9.3
4101,4771 Winkels in kleding,Winkels in kleding en modeartikelen; textielsupermarkten,2015MM05,2015 mei,Definitief,103.3,94.1,-4.7,-1.7,96.1,96.7,-5.7,-4.4,104.1,94.7,-6.5,-4.0
4403,4772 Winkels in schoenen en lederwaren,Winkels in schoenen en lederwaren,2015MM05,2015 mei,Definitief,108.1,102.7,-8.8,-5.9,99.3,100.3,-3.6,-2.8,109.5,103.8,-10.0,-7.4
4705,47741 Drogisterijen,"Winkels in drogisterijartikelen 
Deze klasse omvat: 
- winkels met het volgende pakket: zelfzorggeneesmiddelen, gezondheidsproducten en verplegingsartikelen in combinatie met parfums, decoratieve en verzorgende cosmetica, producten voor mond- en haarverzorging waarbij het omzetaandeel parfums en cosmetica minder dan 50% uitmaakt van de omzet; 
- winkels in schoonmaakartikelen en borstelwaren.",2015MM05,2015 mei,Definitief,104.0,104.3,4.4,5.2,100.3,100.5,0.3,0.4,103.7,104.1,1.7,2.5
5007,"4791 Postorderbedrijven, webwinkels","Detailhandel via internet 
Deze klasse omvat: 
- verkoop aan consumenten via internet: de transactie wordt gesloten via internet; 
- verkoop aan consumenten per postorder. 
De goederen worden naar de koper gezonden, nadat deze zijn keuze heeft gemaakt aan de hand van advertenties, catalogi, showmodellen of een andere vorm van adverteren; 
- verkoop aan consumenten via radio en televisie; 
- verkoop aan consumenten via internetsites, siteshopping; 
- verkoop aan consumenten via de telefoon; 
- telefonische verkoop van abonnementen; 
- verkoop via downloaden van boeken e.d.; 
- internetveilingen. 
Deze klasse omvat niet: 
- verkoop aan consumenten via colportage, huisparty's e.d. (47.99.1); 
- callcenters die voor derden telefonische bestellingen van consumenten opnemen, zoals naar aanleiding van radio- en t.v.reclamespots (82.20).",2015MM05,2015 mei,Definitief,92.8,91.5,10.3,11.9,94.0,94.1,-3.4,-3.7,92.1,90.8,8.5,10.1
176,Detailhandel geen tankstations en apoth.,"Detailhandel (geen autohandel, tankstations en apotheken) 
Dit betreft de totale detailhandel, exclusief tankstations (4730) en apotheken (4773). 
Onder detailhandel verstaat het CBS het verhandelen van niet in het  eigen bedrijf vervaardigde goederen aan consumenten, voor persoonlijk  of huishoudelijk gebruik. Deze bedrijfstak omvat winkels in food, winkels in non-food, postorderbedrijven, internetverkopers en ambulante handel. De handel in auto's valt hier niet onder.",2015MM06,2015 juni,Definitief,103.9,103.2,4.0,4.0,101.0,101.0,2.1,1.8,103.0,102.3,5.8,5.8
478,"4711, 472 Winkels in voedingsmiddelen","Deze categorie is een samentelling van categorieën: 
4711 Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
472 Gespecialiseerde winkels in voedings- en genotmiddelen",2015MM06,2015 juni,Definitief,102.2,102.4,1.2,1.0,100.3,101.1,0.8,1.4,101.1,101.2,3.3,3.0
780,4711 Supermarkten,"Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen 
Deze klasse omvat: 
- winkels die voldoen aan de volgende eisen: 
 1) minimaal de helft van de omzet komt uit winkelverkoop van voedings- en genotmiddelen; 
 2) geen specialisatie, dus geen enkele (sub)klasse van de groep 472 heeft een omzetaandeel van 50% of meer; 
 3) uit elk van 5 verschillende (sub)klassen uit groep 472 wordt 5% of meer van de omzet gehaald. 
Deze criteria gelden per individuele vestiging. 
Deze klasse omvat niet: 
- winkels in diepvriesartikelen algemeen assortiment (47.29.9).",2015MM06,2015 juni,Definitief,102.2,102.4,1.6,1.5,100.5,101.3,0.7,1.4,101.0,101.1,3.7,3.6
1082,"4719, 474-477 Winkels in non-foodart.","Winkels in non-foodartikelen 
Deze categorie is een samentelling van categorieën: 
4719 Warenhuizen en dergelijke winkels met een algemeen assortiment non-food 
474 Winkels in consumenten-elektronica 
475 Winkels in overige huishoudelijke artikelen 
476 Winkels in lectuur, sport-, kampeer- en recreatie-artikelen 
477 Winkels en in overige artikelen""",2015MM06,2015 juni,Definitief,105.8,104.4,5.0,5.2,101.9,101.3,2.7,1.8,104.7,103.4,6.6,6.8
1384,472 Winkels in voedingsmiddelen,"Gespecialiseerde winkels in voedings- en genotmiddelen 
Deze groep omvat de klassen: 
4721 Winkels in aardappelen, groenten en fruit 
4722 Winkels in vlees en vleeswaren, wild en gevogelte 
4723 Winkels in vis en schaal- en weekdieren 
4724 Winkels in brood, banket chocolade en suikerwerk 
4725 Winkels in dranken (geen zuivel) 
4726 Winkels in tabaksproducten en rokersbenodigdheden 
4729 Winkels gespecialiseerd in overige voedings- en genotmiddelen",2015MM06,2015 juni,Definitief,102.4,102.3,-0.9,-2.0,99.6,99.9,0.9,1.2,101.6,101.5,0.8,-0.3
